date,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,HashRate,IssTotNtv,IssTotUSD,PriceBTC,btc_close,ROI1yr,ROI30d,ReferenceRate,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,SplyExNtv,SplyExUSD,SplyExpFut10yr,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d,fear_greed_index,funding_rate,spx_close,vix_close,gld_close,us_dollar_index_close,us_dollar_index_source
2019-01-11,623617.0,22492417.0,1614337438.0,1614337438.0,148.0,0.80976244,63338354100.47836,,24.37337421,14258.25695858,51674224.80139872,12898.34579966,46745687.243119135,41336683.3587892,1850.0,6704698.629032725,1.0,3624.16142109877,-72.51665450036616,5.876358285519338,,,,,17476692.32715233,998602.66652789,3619097259.0367384,20396484.375,308638.0,646270.0,974204297.31489,19.0,,2596.260009765625,18.190000534057617,121.80000305175781,95.66999816894531,DX-Y.NYB
2019-01-12,521168.0,22522283.0,1614337438.0,1614337438.0,138.0,0.80855945,63219821366.34437,,17.34751923,4308.70936113,15584696.888257354,5742.95469674,20772393.932881568,38543664.212925,1725.0,6239363.085096428,1.0,3617.02207831677,-73.76963011368144,10.939973217327456,,,,,17478417.32715233,997168.42119228,3606780195.252753,20396700.0,288972.0,565546.0,658144955.363762,22.0,,2596.260009765625,18.190000534057617,121.80000305175781,95.66999816894531,
2019-01-13,477843.0,22543758.0,1614337439.0,1614337439.0,137.0,0.784834,61332009010.65437,,13.97802989,4386.16961267,15389622.209136613,4587.54933884,16096197.234731467,38264362.2983386,1712.5,6008597.560162178,1.0,3508.6701081239,-75.34527005088208,9.682016881199836,,,,,17480129.82715233,996967.04146611,3498028457.176861,20396914.0625,273864.0,531588.0,700895357.802798,21.0,,2596.260009765625,18.190000534057617,121.80000305175781,95.66999816894531,
2019-01-14,604549.0,22581702.0,1614337440.0,1614337440.0,149.0,0.82050798,64105507741.0617,,20.10803157,12113.60670746,44419931.894854,7804.711117,28619447.919061854,43489353.9009638,1862.5,6829685.423352577,1.0,3666.94519374635,-73.1969326207547,15.129040746954807,,,,,17481992.32712503,1001275.93705657,3671623985.0034623,20397146.875,328198.0,637600.0,925378890.022718,16.0,,2582.610107421875,19.06999969482422,122.08999633789062,95.58999633789062,DX-Y.NYB
2019-01-15,621686.0,22592937.0,1614337440.0,1614337440.0,132.0,0.80090242,62614046151.325806,,21.69496074,11180.49871087,40040641.942911536,12006.02844239,42997105.80448182,38609293.9848548,1650.0,5909133.475555233,1.0,3581.29301548802,-73.6508750367315,12.076006214138353,,,,,17483642.32709773,1000450.40732505,3582906056.0953465,20397353.125,303591.0,611876.0,940784213.830291,27.0,,2610.300048828125,18.600000381469727,121.87999725341797,95.97000122070312,DX-Y.NYB
2019-01-16,639811.0,22609727.0,1614337441.0,1614337441.0,133.0,0.80691139,63069259783.033424,,24.64584824,12233.89035595,44127478.282335,10208.45736399,36821768.67038227,38901788.6362552,1662.5,5996615.1820791885,1.0,3606.98657568673,-68.44568348557014,3.0816025051499185,,,,,17485304.82707043,1002475.84031701,3615916898.4737287,20397560.9375,300170.0,630417.0,826890285.364818,24.0,,2616.10009765625,19.040000915527344,122.2699966430664,96.05999755859375,DX-Y.NYB
2019-01-17,619396.0,22634039.0,1614337442.0,1614337442.0,127.0,0.81482992,63654546163.77879,,24.00866647,10153.69310427,36960754.05228306,9774.969525,35582151.31892764,37146820.7278527,1587.5,5778704.994867759,1.0,3640.12913062536,-67.38121143697914,-0.5300752439962796,,,,,17486892.32704313,1002854.56389628,3650520111.81944,20397759.375,301704.0,627707.0,843658221.552801,28.0,,2635.9599609375,18.059999465942383,122.11000061035156,96.06999969482422,DX-Y.NYB
2019-01-18,606378.0,22661062.0,1614337442.0,1614337442.0,138.0,0.80838072,63123882957.88896,,20.18583816,7912.70440529,28560326.835462134,7777.9033266,28073772.217980735,40364261.8932572,1725.0,6226261.119805672,1.0,3609.42673611923,-67.9049085483618,-2.387915812259205,,,,,17488617.32701583,1002989.36497497,3620216629.983905,20397975.0,301071.0,616148.0,680285114.808071,29.0,,2670.7099609375,17.799999237060547,121.0199966430664,96.33999633789062,DX-Y.NYB
2019-01-19,519467.0,22680015.0,1614337443.0,1614337443.0,133.0,0.82616434,64491943106.93511,,17.39761572,4004.46217319,14765661.224489763,5787.32595262,21339618.334816493,38901788.6362552,1662.5,6130139.510385009,1.0,3687.30196113384,-67.76905951741806,-9.352514197569755,,,,,17490279.82701583,1001206.50119554,3691750695.358265,20398182.8125,278030.0,549525.0,727113518.066218,31.0,,2670.7099609375,17.799999237060547,121.0199966430664,96.33999633789062,
2019-01-20,518578.0,22682197.0,1614337443.0,1614337443.0,157.0,0.79319975,61893041071.17983,,14.55515962,6682.56838241,23645023.41216025,6939.67008872,24554729.90779568,45921660.2698651,1962.5,6943940.681326721,1.0,3538.31372296903,-72.28852125383563,-7.834454745161601,,,,,17492242.32701583,1000949.39948923,3541672996.210352,20398428.125,298153.0,557663.0,769693147.278172,35.0,,2670.7099609375,17.799999237060547,121.0199966430664,96.33999633789062,
2019-01-21,604061.0,22701880.0,1614337444.0,1614337444.0,150.0,0.79297133,61852610462.07104,,20.19668429,8848.62460484,31285404.149145875,8701.07721245,30763732.137029,43874197.7100622,1875.0,6629293.861959375,1.0,3535.623393045,-69.0465649065987,-10.827958581722369,,,,,17494117.32701583,1001096.94688162,3539501784.1005836,20398662.5,317864.0,624172.0,672607286.524668,30.0,,2670.7099609375,17.799999237060547,121.0199966430664,96.33999633789062,
